Year,Board Code,Board Name,School Code,School Name,School Total
2019-2020,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,185,Sydney River Elementary School,226
2019-2020,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,175,Tompkins Memorial Elementary School,217
2019-2020,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,667,Whitney Pier Memorial Middle School,313
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,934,Antigonish Education Centre,611
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,932,Bayview Education Centre,294
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,974,Cape Breton Highlands Education Centre/Academy,331
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,986,Chedabucto Ed Centre/Guysborough Academy,275
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,930,Dalbrae Academy,230
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,707,Dr. John Hugh Gillis Regional High,747
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,975,East Antigonish Education Centre/Academy,392
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,484,East Richmond Education Centre,260
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,266,Fanning Education Centre/Canso Academy,169
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,471,Felix Marchand Education Centre,51
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,143,H.M. MacDonald Elementary School,101
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,1106,Inverness Education Centre/Academy,258
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,390,Pleasant Bay School,9
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,931,Richmond Education Centre/Academy,365
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,152,St. Andrew Junior School,561
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,149,St. Andrews Consolidated School,293
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,1160,St. Mary's Education Centre/Academy,254
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,655,Strait Area Education and Recreation Centre,341
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,936,Tamarac Education Centre,547
2019-2020,52,STRAIT REGIONAL CENTRE FOR EDUCATION,388,Whycocomagh Education Centre,169
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,8053,Chignecto-Central DSEPS,39
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,639,A. G. Baillie Memorial School,422
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,248,Advocate District School,41
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,705,Amherst Regional High School,674
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1194,Bible Hill Consolidated School,235
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,7,Bible Hill Junior High School,319
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,16,Brookfield Elementary School,207
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1198,CCRCE Alternate High School,20
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,20,Central Colchester Junior High School,422
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,27,Chiganois Elementary School,187
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,14,Cobequid Consolidated Elementary School,156
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,36,Cobequid District Elementary School,68
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,44,Cobequid Educational Centre,1329
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1104,Cumberland North Academy,304
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,230,Cyrus Eaton Elementary School,148
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,28,Debert Elementary School,131
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,408,Dr. W.A. MacLeod Consolidated School,454
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,750,E. B. Chandler Junior High School,318
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,432,East Pictou Middle School,89
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,31,Elmsdale District Elementary School,400
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,30,Enfield District School,267
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,414,F.H. MacDonald Elementary School,243
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,665,G.R. Saunders Elementary School,316
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,26,Great Village Elementary School,50
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,42,Hants East Rural High School,746
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,41,Hants North Rural High School,257
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1145,Harmony Heights Elementary School,338
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,15,Hilden Elementary School,112
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,661,Junction Road Elementary School,141
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,38,Kennetcook District Elementary School,104
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,949,Maple Ridge Elementary School,238
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,971,McCulloch Education Centre,268
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1189,New Glasgow Academy,602
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,988,North Nova Education Centre,917
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,9,North River Elementary School,215
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,231,Northport Consolidated Elementary School,35
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,989,Northumberland Regional High School,874
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1151,Oxford Regional Education Centre,437
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,649,Parrsboro Regional Elementary School,155
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,715,Parrsboro Regional High School,137
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,650,Pictou Academy,129
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,252,Pugwash District High School,190
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,39,Rawdon District Elementary School,111
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,916,Redcliff Middle School,400
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,251,River Hebert District School,198
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,923,Riverside Education Centre,589
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,441,Salt Springs Elementary School,63
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,4,Scotsburn Elementary School,89
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,34,Shubenacadie District Elementary School,208
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,992,South Colchester Academy,501
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1105,Spring Street Academy,422
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,658,Springhill Junior-Senior High School,268
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1195,Tatamagouche Regional Academy,430
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,428,Thorburn Consolidated School,229
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,692,Trenton Elementary School,162
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,690,Trenton Middle School,106
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1146,Truro Elementary School,565
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,45,Truro Junior High,458
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,40,Uniacke District School,446
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,18,Upper Stewiacke Elementary School,40
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,12,Valley Elementary School,197
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,227,Wallace Consolidated Elementary School,32
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,3,Walter Duggan Consolidated School,429
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,29,West Colchester Consolidated School,113
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,662,West End Memorial School,127
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1190,West Highlands Elementary School,229
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,407,West Pictou Consolidated School,502
2019-2020,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1148,Winding River Consolidated School,276
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,8054,Halifax DSEPS,133
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,228,A. J. Smeltzer Junior High School,262
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,512,Admiral Westphal Elementary School,120
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,513,Alderney Elementary School,117
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,317,Ash Lee Jefferson Elementary School,526
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,739,Astral Drive Elementary School,480
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,749,Astral Drive Junior High School,434
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,425,Atlantic Memorial-Terence Bay Elementary School,259
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,326,Atlantic View Elementary School,149
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,97,Auburn Drive High School,841
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,104,Basinview Drive Community School,616
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,304,Beaver Bank-Kinsac Elementary School,291
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,752,Beaver Bank-Monarch Drive Elementary School,311
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,268,Bedford and Forsyth Education Centres,252
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,937,Bedford South School,704
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,291,Beechville Lakeside Timberlea Jr. Elementary School,404
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,290,Beechville Lakeside Timberlea Sr. Elementary School,392
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,514,Bel Ayr Elementary School,183
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,322,Bell Park Academic Centre,234
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,515,Bicentennial School,330
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,519,Brookhouse Elementary School,464
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,286,Brookside Junior High School,305
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,595,Burton Ettinger Elementary School,506
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,319,Caldwell Road Elementary School,325
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,516,Caledonia Junior High School,271
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,312,Caudle Park Elementary School,205
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,743,Cavalier Drive School,421
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,611,Central Spryfield School,239
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1183,Charles P. Allen High School,1599
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,596,Chebucto Heights Elementary School,421
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1109,Citadel High School,1467
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,600,Clayton Park Junior High School,320
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,352,Colby Village Elementary School,204
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,357,Cole Harbour District High School,451
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,339,Colonel John Stuart Elementary School,184
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,517,Crichton Park Elementary School,236
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,605,Cunard Junior High School,156
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,518,Dartmouth High School,1006
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1193,Dartmouth South Academy,577
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,601,Duc d'Anville Elementary School,476
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,328,Duncan MacMillan High School,264
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,343,Dutch Settlement Elementary School,142
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,283,East St. Margarets Elementary School,69
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,351,Eastern Passage Education Centre,414
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,334,Eastern Shore District High School,408
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,614,Elizabeth Sutherland School,404
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,538,Ellenvale Junior High School,376
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,564,Eric Graves Memorial Junior High School,165
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,599,Fairview Heights Elementary School,488
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,578,Fairview Junior High School,454
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,288,Five Bridges Junior High School,552
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,356,Gaetz Brook Junior High School,250
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,731,George Bissett Elementary School,155
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,314,Georges P. Vanier Junior High School,378
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,568,Gorsebrook Junior High School,263
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,318,Graham Creighton Junior High School,324
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,602,Grosvenor-Wentworth Park Elementary School,469
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,567,Halifax Central Junior High School,140
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,592,Halifax West High School,1482
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,306,Hammonds Plains Consolidated School,574
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,521,Harbour View Elementary School,244
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,740,Harold T. Barrett Junior High School,174
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,296,Harrietsfield Elementary School,180
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,313,Harry R. Hamilton Elementary School,407
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,522,Hawthorn Elementary School,260
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,293,Herring Cove Junior High School,211
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,571,Highland Park Junior High School,139
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,310,Hillside Park Elementary School,153
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,747,Holland Road Elementary School,329
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,327,Humber Park Elementary School,182
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,523,Ian Forsyth Elementary School,404
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,579,Inglis Street Elementary School,221
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1196,Island View High School,534
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,619,J. L. Ilsley High School,663
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,539,John MacNeil Elementary School,286
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,524,John Martin Junior High School,179
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,607,John W. MacLeod-Fleming Tower Elementary School,480
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,354,Joseph Giles Elementary School,231
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,569,Joseph Howe Elementary School,284
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1103,Kingswood Elementary School,633
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1200,LeMarchant-St. Thomas Elementary School,514
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,353,Leslie Thomas Junior High School,282
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,968,Lockview High School,1238
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,939,Madeline Symonds Middle School,747
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,526,Michael Wallace Elementary School,172
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,748,Millwood Elementary School,410
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,745,Millwood High School,808
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,527,Mount Edward Elementary School,159
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1149,Musquodoboit Rural High School,273
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,348,Musquodoboit Valley Education Centre,123
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,324,Nelson Whynder Elementary School,107
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,56,Ocean View Elementary School,339
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,131,O'Connell Drive Elementary School,336
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,315,Oldfield Consolidated School,176
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,572,Oxford School,492
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1141,Oyster Pond Academy,408
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,970,Park West School,873
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1159,Porters Lake Elementary School,255
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,969,Portland Estates Elementary School,409
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,533,Prince Andrew High School,780
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,282,Prospect Road Elementary School,224
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,938,Ridgecliff Middle School,503
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,359,Robert K. Turner Elementary School,129
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,603,Rockingham Elementary School,553
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,609,Rockingstone Heights School,302
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1187,Rocky Lake Junior High School,860
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,321,Ross Road School,269
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,311,Sackville Heights Elementary School,353
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,303,Sackville Heights Junior High School,614
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,297,Sackville High School,793
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,581,Saint Mary's Elementary School,137
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,295,Sambro Elementary School,112
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,941,Seaside Elementary School,328
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,534,Shannon Park Elementary School,614
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,287,Shatford Memorial Elementary School,82
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,589,Sir Charles Tupper School,217
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,277,Sir John A. Macdonald High School,993
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,320,Sir Robert Borden Junior High School,155
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,355,Smokey Drive Elementary School,233
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,535,South Woodside School,118
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,593,Springvale Elementary School,347
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,575,St. Agnes Junior High School,315
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,577,St. Catherine's Elementary School,476
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,580,St. Joseph's-Alexander McKay Elementary School,306
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,940,St. Margaret's Bay Elementary School,428
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,586,St. Stephen's Elementary School,241
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,299,Sunnyside Elementary School,413
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,307,Sycamore Lane Elementary School,216
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,85,Tallahassee Community School,389
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1186,Tantallon Junior Elementary School,265
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,284,Tantallon Senior Elementary School,431
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,349,Upper Musquodoboit Consolidated Elementary School,23
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1157,Waverley Memorial Elementary School,345
2019-2020,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,591,Westmount Elementary School,381
